DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,TRANSECT,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENTS
PAB02,1,1996,8,20,001a,ir,,03,30.01,1.65,22.15,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,04,28.23,0.70,7.33,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,05,19.14,0.50,9.55,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,06,38.06,1.89,11.55,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,07,42.09,0.54,16.08,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,08,36.70,0.31,14.37,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,09,33.26,0.34,13.53,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,10,51.21,0.84,14.35,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,11,14.00,1.29,5.97,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,12,28.20,0.92,9.60,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,13,22.41,0.42,11.21,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,14,57.22,0.43,16.50,0.00,0.09,
PAB02,1,1996,8,20,001a,ir,,15,21.79,0.95,14.22,0.00,6.71,
PAB02,1,1996,8,20,001a,ir,,16,26.91,1.72,18.73,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,17,29.39,0.61,12.28,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,18,39.54,0.59,14.00,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,19,29.55,1.20,9.79,0.00,0.00,
PAB02,1,1996,8,20,001a,ir,,20,21.97,0.07,10.53,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,01,35.22,0.39,13.65,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,02,38.95,1.19,21.97,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,03,31.74,1.15,17.31,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,04,64.10,0.16,13.35,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,05,27.00,2.55,7.64,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,06,29.16,1.00,9.90,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,07,27.95,0.57,10.16,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,08,32.55,2.01,14.47,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,09,48.97,0.23,12.14,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,10,46.94,2.04,10.92,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,11,41.55,0.65,7.82,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,12,27.57,0.45,14.12,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,13,25.45,1.86,9.33,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,14,34.50,0.02,21.51,0.00,5.32,
PAB02,1,1996,9,3,001a,ir,,15,26.33,2.61,15.19,0.00,17.13,
PAB02,1,1996,9,3,001a,ir,,16,22.25,2.95,14.76,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,17,22.20,5.12,8.97,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,18,45.99,0.27,15.95,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,19,31.07,4.97,6.24,0.00,0.00,
PAB02,1,1996,9,3,001a,ir,,20,31.84,0.10,15.58,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,01,32.07,0.00,11.98,0.00,4.79,
PAB02,1,1996,9,17,001a,ir,,02,38.76,0.35,25.73,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,03,39.37,2.39,27.03,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,04,17.14,2.40,10.21,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,05,29.52,0.06,13.79,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,06,21.07,5.74,6.76,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,07,34.47,1.63,16.42,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,08,48.99,0.53,28.71,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,09,27.90,1.36,9.66,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,10,40.88,0.51,27.13,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,11,14.70,1.05,3.67,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,12,14.47,0.94,6.87,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,13,30.58,0.15,15.21,0.00,0.08,
PAB02,1,1996,9,17,001a,ir,,14,29.20,0.57,15.89,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,15,28.79,2.64,16.14,0.00,0.21,
PAB02,1,1996,9,17,001a,ir,,16,36.85,1.31,14.90,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,17,19.78,7.13,7.78,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,18,31.57,0.08,10.51,0.00,0.74,
PAB02,1,1996,9,17,001a,ir,,19,49.72,0.22,9.66,0.00,0.00,
PAB02,1,1996,9,17,001a,ir,,20,31.18,1.51,20.88,0.00,0.00,
PAB02,1,1996,5,16,020a,ir,,01,10.48,2.46,1.24,42.07,0.00,
PAB02,1,1996,5,16,020a,ir,,02,6.94,3.99,0.26,32.27,0.00,
PAB02,1,1996,5,16,020a,ir,,03,13.37,0.41,0.16,60.88,0.00,
PAB02,1,1996,5,16,020a,ir,,04,4.60,10.89,0.30,37.33,0.00,
PAB02,1,1996,5,16,020a,ir,,05,7.24,0.83,1.05,47.19,0.00,
PAB02,1,1996,5,16,020a,ir,,06,7.62,0.10,0.79,111.76,2.33,
PAB02,1,1996,5,16,020a,ir,,07,8.21,3.33,0.53,53.92,2.46,
PAB02,1,1996,5,16,020a,ir,,08,4.52,0.08,1.54,103.20,0.00,
PAB02,1,1996,5,16,020a,ir,,09,5.20,3.60,0.65,49.00,0.00,
PAB02,1,1996,5,16,020a,ir,,10,3.78,2.14,0.77,73.04,0.00,
PAB02,1,1996,5,16,020a,ir,,11,4.39,6.97,0.33,46.77,0.07,
PAB02,1,1996,5,16,020a,ir,,12,2.01,0.25,0.23,44.87,13.99,
PAB02,1,1996,5,16,020a,ir,,13,4.01,5.85,0.29,57.19,6.29,
PAB02,1,1996,5,16,020a,ir,,14,4.40,3.63,0.50,80.69,0.00,
PAB02,1,1996,5,16,020a,ir,,15,4.04,1.97,0.30,47.08,0.00,
PAB02,1,1996,5,16,020a,ir,,16,3.78,0.86,0.51,75.18,0.00,
PAB02,1,1996,5,16,020a,ir,,17,6.26,2.02,1.48,61.26,0.00,
PAB02,1,1996,5,16,020a,ir,,18,5.49,13.10,0.09,52.88,0.00,
PAB02,1,1996,5,16,020a,ir,,19,3.44,0.90,0.34,124.65,17.65,
PAB02,1,1996,5,16,020a,ir,,20,3.48,1.42,0.15,57.06,3.10,
PAB02,1,1996,5,29,020a,ir,,01,12.18,1.41,0.60,46.91,0.00,
PAB02,1,1996,5,29,020a,ir,,02,10.70,0.20,0.37,30.26,0.00,
PAB02,1,1996,5,29,020a,ir,,03,19.93,0.79,0.34,34.05,0.00,
PAB02,1,1996,5,29,020a,ir,,04,9.30,5.32,0.21,28.46,0.00,
PAB02,1,1996,5,29,020a,ir,,05,9.56,1.55,0.31,65.03,0.00,
PAB02,1,1996,5,29,020a,ir,,06,12.95,0.82,0.71,64.31,25.87,
PAB02,1,1996,5,29,020a,ir,,07,8.59,5.31,0.31,30.81,4.99,
PAB02,1,1996,5,29,020a,ir,,08,10.66,4.98,0.52,66.17,1.99,
PAB02,1,1996,5,29,020a,ir,,09,7.72,4.69,0.27,43.29,0.00,
PAB02,1,1996,5,29,020a,ir,,10,8.83,3.95,0.46,96.67,0.00,
PAB02,1,1996,5,29,020a,ir,,11,7.09,4.98,0.31,30.29,0.00,
PAB02,1,1996,5,29,020a,ir,,12,8.02,3.29,0.61,62.26,0.00,
PAB02,1,1996,5,29,020a,ir,,13,8.13,5.24,0.50,45.11,0.00,
PAB02,1,1996,5,29,020a,ir,,14,10.25,7.49,0.34,65.57,0.00,
PAB02,1,1996,5,29,020a,ir,,15,8.27,1.65,0.36,63.36,0.00,
PAB02,1,1996,5,29,020a,ir,,16,11.61,2.21,0.26,72.45,0.00,
PAB02,1,1996,5,29,020a,ir,,17,12.68,6.73,0.03,48.00,0.00,
PAB02,1,1996,5,29,020a,ir,,18,13.30,8.96,0.29,94.49,0.00,
PAB02,1,1996,5,29,020a,ir,,19,7.64,0.03,0.40,72.25,14.78,
PAB02,1,1996,5,29,020a,ir,,20,10.76,0.38,0.10,105.17,0.00,
PAB02,1,1996,6,12,020a,ir,,01,21.31,3.97,2.68,44.28,0.00,
PAB02,1,1996,6,12,020a,ir,,02,34.58,0.01,1.48,53.33,0.00,
PAB02,1,1996,6,12,020a,ir,,03,20.21,0.77,0.58,55.04,0.00,
PAB02,1,1996,6,12,020a,ir,,04,18.59,6.45,2.55,38.61,0.00,
PAB02,1,1996,6,12,020a,ir,,05,16.71,1.07,0.54,18.43,0.00,
PAB02,1,1996,6,12,020a,ir,,06,7.95,4.58,0.34,29.90,8.87,
PAB02,1,1996,6,12,020a,ir,,07,14.79,11.65,0.62,36.67,1.95,
PAB02,1,1996,6,12,020a,ir,,08,22.11,0.88,0.65,77.63,0.00,
PAB02,1,1996,6,12,020a,ir,,09,14.08,7.17,0.41,53.38,0.00,
PAB02,1,1996,6,12,020a,ir,,10,19.34,3.75,0.83,73.35,1.54,
PAB02,1,1996,6,12,020a,ir,,11,16.41,4.06,0.39,51.73,0.00,
PAB02,1,1996,6,12,020a,ir,,12,16.84,0.54,0.51,60.93,2.50,
PAB02,1,1996,6,12,020a,ir,,13,15.05,21.83,0.66,69.68,9.78,
PAB02,1,1996,6,12,020a,ir,,14,7.45,2.47,0.24,25.16,0.00,
PAB02,1,1996,6,12,020a,ir,,15,11.31,3.00,0.59,48.32,1.57,
PAB02,1,1996,6,12,020a,ir,,16,23.67,5.91,0.72,72.86,0.00,
PAB02,1,1996,6,12,020a,ir,,17,5.02,22.52,0.93,47.55,2.71,
PAB02,1,1996,6,12,020a,ir,,18,12.73,6.68,0.38,66.10,0.00,
PAB02,1,1996,6,12,020a,ir,,19,11.24,3.79,0.11,107.84,20.25,
PAB02,1,1996,6,12,020a,ir,,20,30.33,4.75,0.65,78.98,0.00,
PAB02,1,1996,6,26,020a,ir,,01,26.04,1.39,3.46,50.89,0.00,
PAB02,1,1996,6,26,020a,ir,,02,37.69,0.26,2.09,47.70,0.00,
PAB02,1,1996,6,26,020a,ir,,03,25.59,1.36,3.87,44.57,0.00,
PAB02,1,1996,6,26,020a,ir,,04,25.33,7.43,3.02,38.34,0.00,
PAB02,1,1996,6,26,020a,ir,,05,16.45,3.54,3.44,32.63,0.00,
PAB02,1,1996,6,26,020a,ir,,06,14.40,15.28,1.48,42.92,6.54,
PAB02,1,1996,6,26,020a,ir,,07,10.39,12.68,1.18,37.45,12.04,
PAB02,1,1996,6,26,020a,ir,,08,21.65,3.12,0.69,53.60,0.00,
PAB02,1,1996,6,26,020a,ir,,09,14.47,7.50,0.68,41.29,0.00,
PAB02,1,1996,6,26,020a,ir,,10,20.82,3.79,1.56,60.59,0.00,
PAB02,1,1996,6,26,020a,ir,,11,20.74,1.16,0.70,65.86,0.00,
PAB02,1,1996,6,26,020a,ir,,12,16.99,6.76,1.87,47.59,29.20,
PAB02,1,1996,6,26,020a,ir,,13,13.45,5.78,1.10,37.57,0.00,
PAB02,1,1996,6,26,020a,ir,,14,13.81,1.02,1.06,66.90,0.00,
PAB02,1,1996,6,26,020a,ir,,15,12.70,16.51,0.86,61.93,0.32,
PAB02,1,1996,6,26,020a,ir,,16,11.17,17.32,0.70,34.67,0.00,
PAB02,1,1996,6,26,020a,ir,,17,7.85,13.78,0.84,35.94,0.00,
PAB02,1,1996,6,26,020a,ir,,18,44.14,4.74,1.83,76.13,0.00,
PAB02,1,1996,6,26,020a,ir,,19,8.80,1.80,0.48,40.71,25.08,
PAB02,1,1996,6,26,020a,ir,,20,26.90,3.46,1.50,44.51,0.00,
PAB02,1,1996,7,12,020a,ir,,01,26.82,5.81,5.11,44.38,0.00,
PAB02,1,1996,7,12,020a,ir,,02,33.50,0.88,7.13,50.80,0.00,
PAB02,1,1996,7,12,020a,ir,,03,24.81,7.87,4.21,44.29,0.00,
PAB02,1,1996,7,12,020a,ir,,04,10.01,4.07,3.84,35.79,0.00,
PAB02,1,1996,7,12,020a,ir,,05,53.71,0.64,2.23,88.65,0.00,
PAB02,1,1996,7,12,020a,ir,,06,12.22,14.61,3.48,35.98,12.00,
PAB02,1,1996,7,12,020a,ir,,07,11.44,21.33,2.23,36.33,0.00,
PAB02,1,1996,7,12,020a,ir,,08,30.84,5.75,2.78,51.05,0.00,
PAB02,1,1996,7,12,020a,ir,,09,27.56,2.83,1.64,57.53,0.00,
PAB02,1,1996,7,12,020a,ir,,10,18.26,6.86,1.92,41.09,0.00,
PAB02,1,1996,7,12,020a,ir,,11,7.60,2.26,1.61,33.89,0.00,
PAB02,1,1996,7,12,020a,ir,,12,23.47,0.87,2.08,51.89,0.00,
PAB02,1,1996,7,12,020a,ir,,13,13.93,9.25,4.27,47.21,0.00,
PAB02,1,1996,7,12,020a,ir,,14,8.86,1.89,1.02,42.51,0.00,
PAB02,1,1996,7,12,020a,ir,,15,20.80,0.73,1.75,44.79,17.99,
PAB02,1,1996,7,12,020a,ir,,16,17.03,21.17,4.22,54.78,0.00,
PAB02,1,1996,7,12,020a,ir,,17,50.09,9.49,7.00,107.55,0.00,
PAB02,1,1996,7,12,020a,ir,,18,30.02,13.54,0.71,112.54,0.00,
PAB02,1,1996,7,12,020a,ir,,19,35.65,11.89,2.16,86.17,26.10,
PAB02,1,1996,7,12,020a,ir,,20,76.34,0.39,8.07,123.26,0.00,
PAB02,1,1996,7,24,020a,ir,,01,26.93,2.70,3.44,37.88,0.00,
PAB02,1,1996,7,24,020a,ir,,02,33.78,0.51,4.83,40.06,0.00,
PAB02,1,1996,7,24,020a,ir,,03,30.28,7.90,3.61,64.18,0.00,
PAB02,1,1996,7,24,020a,ir,,04,23.94,2.65,1.43,43.62,0.00,
PAB02,1,1996,7,24,020a,ir,,05,34.18,0.04,5.07,43.59,0.00,
PAB02,1,1996,7,24,020a,ir,,06,14.87,20.10,4.52,41.25,3.77,
PAB02,1,1996,7,24,020a,ir,,07,30.39,10.73,1.41,48.32,0.00,
PAB02,1,1996,7,24,020a,ir,,08,23.28,2.39,5.83,56.07,0.00,
PAB02,1,1996,7,24,020a,ir,,09,36.92,4.12,3.55,85.66,0.00,
PAB02,1,1996,7,24,020a,ir,,10,28.17,10.73,2.90,73.40,0.00,
PAB02,1,1996,7,24,020a,ir,,11,17.38,3.72,3.67,37.52,27.15,
PAB02,1,1996,7,24,020a,ir,,12,12.39,1.13,0.65,49.78,0.75,
PAB02,1,1996,7,24,020a,ir,,13,31.51,13.96,5.31,61.43,0.00,
PAB02,1,1996,7,24,020a,ir,,14,14.99,0.79,3.85,47.69,0.00,
PAB02,1,1996,7,24,020a,ir,,15,21.86,0.03,2.78,51.57,0.00,
PAB02,1,1996,7,24,020a,ir,,16,22.45,12.51,2.69,41.35,0.00,
PAB02,1,1996,7,24,020a,ir,,17,32.66,5.73,4.02,47.96,17.03,
PAB02,1,1996,7,24,020a,ir,,18,25.21,5.54,2.58,71.25,0.00,
PAB02,1,1996,7,24,020a,ir,,19,15.67,35.44,2.80,71.48,41.77,
PAB02,1,1996,7,24,020a,ir,,20,21.43,0.47,3.46,111.08,0.00,
PAB02,1,1996,8,6,020a,ir,,01,33.36,3.66,5.91,52.15,0.00,
PAB02,1,1996,8,6,020a,ir,,02,35.24,0.57,4.08,64.43,0.00,
PAB02,1,1996,8,6,020a,ir,,03,53.15,2.82,7.72,68.09,0.00,
PAB02,1,1996,8,6,020a,ir,,04,39.87,6.59,9.35,38.64,0.00,
PAB02,1,1996,8,6,020a,ir,,05,28.28,1.78,9.06,34.24,29.07,
PAB02,1,1996,8,6,020a,ir,,06,10.68,29.96,2.15,32.09,8.67,
PAB02,1,1996,8,6,020a,ir,,07,35.82,13.16,3.83,65.49,3.46,
PAB02,1,1996,8,6,020a,ir,,08,25.98,5.18,3.95,52.53,0.00,
PAB02,1,1996,8,6,020a,ir,,09,46.76,5.09,1.68,84.27,0.00,
PAB02,1,1996,8,6,020a,ir,,10,29.07,5.53,2.03,60.46,0.00,
PAB02,1,1996,8,6,020a,ir,,11,30.46,8.90,2.92,66.48,1.17,
PAB02,1,1996,8,6,020a,ir,,12,28.31,0.64,5.97,50.91,0.00,
PAB02,1,1996,8,6,020a,ir,,13,23.97,6.98,6.21,58.11,26.26,
PAB02,1,1996,8,6,020a,ir,,14,36.70,1.41,5.62,67.60,0.00,
PAB02,1,1996,8,6,020a,ir,,15,33.19,0.43,5.72,89.97,0.00,
PAB02,1,1996,8,6,020a,ir,,16,35.31,4.24,4.80,56.11,0.00,
PAB02,1,1996,8,6,020a,ir,,17,27.17,0.97,7.43,78.13,7.04,
PAB02,1,1996,8,6,020a,ir,,18,51.05,11.65,3.65,116.64,0.00,
PAB02,1,1996,8,6,020a,ir,,19,9.17,5.77,1.59,59.47,11.76,
PAB02,1,1996,8,6,020a,ir,,20,40.77,1.19,2.80,116.39,13.55,
PAB02,1,1996,8,20,020a,ir,,01,42.25,0.03,7.21,70.05,0.00,
PAB02,1,1996,8,20,020a,ir,,02,40.42,9.10,10.52,54.15,0.00,
PAB02,1,1996,8,20,020a,ir,,03,44.47,,8.20,62.42,0.00,
PAB02,1,1996,8,20,020a,ir,,04,26.14,,6.52,41.56,0.00,
PAB02,1,1996,8,20,020a,ir,,05,33.56,5.05,6.23,59.96,9.76,
PAB02,1,1996,8,20,020a,ir,,06,8.47,23.90,4.80,47.53,21.38,
PAB02,1,1996,8,20,020a,ir,,07,11.37,39.61,2.82,39.94,2.49,
PAB02,1,1996,8,20,020a,ir,,08,24.25,2.96,5.11,80.12,6.89,
PAB02,1,1996,8,20,020a,ir,,09,32.35,5.28,5.19,63.43,0.00,
PAB02,1,1996,8,20,020a,ir,,10,23.28,2.48,5.00,60.17,8.60,
PAB02,1,1996,8,20,020a,ir,,11,15.14,7.26,2.66,72.73,1.39,
PAB02,1,1996,8,20,020a,ir,,12,30.58,0.39,4.44,117.43,2.30,
PAB02,1,1996,8,20,020a,ir,,13,8.64,6.62,2.31,74.70,0.00,
PAB02,1,1996,8,20,020a,ir,,14,21.66,1.83,1.85,41.85,0.00,
PAB02,1,1996,8,20,020a,ir,,15,59.39,2.61,6.95,92.15,0.00,
PAB02,1,1996,8,20,020a,ir,,16,24.09,3.32,4.63,59.20,0.00,
PAB02,1,1996,8,20,020a,ir,,17,27.62,0.64,6.58,71.14,0.00,
PAB02,1,1996,8,20,020a,ir,,18,22.46,4.41,4.42,123.46,0.00,
PAB02,1,1996,8,20,020a,ir,,19,15.18,1.85,2.68,68.16,24.93,
PAB02,1,1996,8,20,020a,ir,,20,38.45,5.03,1.81,105.78,0.00,
PAB02,1,1996,9,3,020a,ir,,01,28.73,0.00,2.27,34.58,0.66,
PAB02,1,1996,9,3,020a,ir,,02,40.72,0.00,11.03,58.57,1.86,
PAB02,1,1996,9,3,020a,ir,,03,,,,,,No Sample/Wasps
PAB02,1,1996,9,3,020a,ir,,04,21.41,3.61,5.86,23.16,0.00,
PAB02,1,1996,9,3,020a,ir,,05,21.54,0.73,4.87,33.63,9.66,
PAB02,1,1996,9,3,020a,ir,,06,10.51,37.16,2.02,43.47,1.79,
PAB02,1,1996,9,3,020a,ir,,07,18.22,13.46,2.22,45.57,0.00,
PAB02,1,1996,9,3,020a,ir,,08,18.58,3.13,2.72,56.00,2.73,
PAB02,1,1996,9,3,020a,ir,,09,34.10,3.11,4.82,86.95,0.00,
PAB02,1,1996,9,3,020a,ir,,10,30.19,6.44,4.55,53.80,0.00,
PAB02,1,1996,9,3,020a,ir,,11,31.71,1.03,1.50,52.67,0.00,
PAB02,1,1996,9,3,020a,ir,,12,14.89,0.20,2.72,49.61,0.00,
PAB02,1,1996,9,3,020a,ir,,13,20.58,6.67,6.37,76.61,10.83,
PAB02,1,1996,9,3,020a,ir,,14,35.34,6.85,4.79,51.92,0.00,
PAB02,1,1996,9,3,020a,ir,,15,24.58,0.00,10.69,74.57,0.00,
PAB02,1,1996,9,3,020a,ir,,16,34.40,1.56,5.61,51.54,0.00,
PAB02,1,1996,9,3,020a,ir,,17,24.09,1.16,3.51,59.95,1.34,
PAB02,1,1996,9,3,020a,ir,,18,29.37,6.36,1.72,84.20,0.00,
PAB02,1,1996,9,3,020a,ir,,19,36.15,3.96,3.24,63.35,7.58,
PAB02,1,1996,9,3,020a,ir,,20,18.38,1.15,4.32,41.96,0.00,
PAB02,1,1996,9,17,020a,ir,,01,29.11,0.96,3.81,43.35,0.00,
PAB02,1,1996,9,17,020a,ir,,02,30.93,6.67,10.66,46.46,0.21,
PAB02,1,1996,9,17,020a,ir,,03,15.91,17.71,4.76,47.45,0.00,
PAB02,1,1996,9,17,020a,ir,,04,42.77,3.45,10.67,58.35,0.00,
PAB02,1,1996,9,17,020a,ir,,05,30.90,1.18,4.19,41.92,10.23,
PAB02,1,1996,9,17,020a,ir,,06,8.89,35.39,2.78,32.53,5.28,
PAB02,1,1996,9,17,020a,ir,,07,14.38,29.36,0.87,39.96,0.00,
PAB02,1,1996,9,17,020a,ir,,08,24.09,13.26,1.47,64.13,0.33,
PAB02,1,1996,9,17,020a,ir,,09,5.92,11.16,1.37,31.36,0.00,
PAB02,1,1996,9,17,020a,ir,,10,21.09,9.62,5.76,51.18,0.00,
PAB02,1,1996,9,17,020a,ir,,11,18.83,3.67,5.42,44.04,0.00,
PAB02,1,1996,9,17,020a,ir,,12,24.22,1.62,7.12,56.72,8.86,
PAB02,1,1996,9,17,020a,ir,,13,3.46,8.74,1.24,38.00,20.50,
PAB02,1,1996,9,17,020a,ir,,14,7.72,11.05,1.57,30.38,0.00,
PAB02,1,1996,9,17,020a,ir,,15,7.65,0.38,5.46,52.42,0.00,
PAB02,1,1996,9,17,020a,ir,,16,24.35,1.68,8.23,83.96,0.00,
PAB02,1,1996,9,17,020a,ir,,17,21.78,0.91,5.77,67.03,0.00,
PAB02,1,1996,9,17,020a,ir,,18,9.75,6.44,1.53,51.00,25.23,
PAB02,1,1996,9,17,020a,ir,,19,13.90,7.81,3.05,43.13,0.00,
PAB02,1,1996,9,17,020a,ir,,20,31.40,0.30,3.65,81.63,0.00,
PAB02,1,1997,5,19,001a,tu,,1 ,5.61,0.08,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,2 ,3.07,0.29,0.01,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,3 ,4.57,0.02,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,4 ,4.54,0.19,0.02,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,5 ,3.07,0.40,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,6 ,2.71,0.10,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,7 ,3.06,0.03,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,8 ,6.57,0.22,0.01,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,9 ,5.94,0.06,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,10,4.81,0.00,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,11,2.21,0.25,0.01,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,12,5.68,0.00,0.04,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,13,4.78,0.01,0.01,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,14,4.84,0.08,0.01,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,15,6.01,0.00,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,16,5.88,0.15,0.01,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,17,2.56,1.27,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,18,5.75,0.17,0.03,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,19,5.07,0.01,0.00,0.00,0.00,
PAB02,1,1997,5,19,001a,tu,,20,4.24,0.46,0.01,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,1 ,15.66,0.08,0.06,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,2 ,9.82,0.45,0.02,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,3 ,11.21,0.13,0.01,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,4 ,11.17,0.34,0.01,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,5 ,8.07,3.18,0.03,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,6 ,10.13,0.85,0.02,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,7 ,14.77,0.24,0.05,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,8 ,17.66,0.73,0.11,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,9 ,11.31,0.27,0.06,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,10,10.58,0.25,0.09,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,11,5.54,0.70,0.02,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,12,10.62,0.91,0.04,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,13,17.25,0.00,0.11,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,14,11.39,0.04,0.03,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,15,14.30,0.25,0.05,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,16,16.37,0.74,0.06,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,17,13.14,2.55,0.14,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,18,14.65,0.53,0.03,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,19,15.49,0.44,0.17,0.00,0.00,
PAB02,1,1997,6,2,001a,tu,,20,12.12,2.46,0.06,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,1 ,25.55,0.06,0.14,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,2 ,13.20,0.47,0.10,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,3 ,25.10,0.81,0.13,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,4 ,15.59,4.44,0.27,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,5 ,15.46,2.68,0.28,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,6 ,16.85,0.58,0.17,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,7 ,24.43,1.31,0.15,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,8 ,27.63,0.21,0.26,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,9 ,27.63,0.61,0.55,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,10,24.66,0.28,0.86,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,11,9.21,0.28,0.91,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,12,16.71,0.47,0.36,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,13,15.93,2.15,0.74,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,14,20.99,0.61,0.64,0.00,0.00,
PAB02,1,1997,6,16,001a,tu,,15,27.98,0.04,1.60,0.00,14.67,
PAB02,1,1997,6,16,001a,tu,,16,22.90,1.53,0.82,0.00,0.00,
